-14.3205	-inf	-inf	-1.98491	-2.89998	-1.61112	-16.213	-16.213	
-14.4667	-inf	-inf	-2.08478	-2.08478	-2.08478	-16.213	-16.213	
-14.6128	-inf	-inf	-1.15608	-2.81587	-1.35661	-16.213	-16.213	
-14.7589	-inf	-inf	-1.15608	-1.58864	-1.04811	-16.213	-16.213	
-14.9051	-inf	-inf	-0.765034	-1.42085	-2.17615	-16.213	-16.213	
-15.0512	-inf	-inf	-0.683053	-1.69679	-1.3731	-16.213	-16.213	
-15.1973	-inf	-inf	-2.11863	-1.09785	-0.593968	-16.213	-16.213	
-15.3434	-inf	-inf	-0.662623	-1.02206	-1.5628	-16.213	-16.213	
-15.4896	-inf	-inf	-1.66555	-1.66555	-0.714496	-16.213	-16.213	
-15.6357	-inf	-inf	-0.597561	-1.89703	-0.307567	-16.213	-16.213	
