t,max_error,h=0.02,dt=0.00016
0,0
0.00016,0.00197088
0.00032,0.00275656
0.00048,0.00322577
0.00064,0.00363119
0.0008,0.00397293
0.00096,0.00428135
0.00112,0.00456052
0.00128,0.00481898
0.00144,0.00505966
0.0016,0.00528606
0.00176,0.00550008
0.00192,0.00570354
0.00208,0.0058977
0.00224,0.00608365
0.0024,0.00626224
0.00256,0.00643423
0.00272,0.00660021
0.00288,0.0067607
0.00304,0.00691616
0.0032,0.00706698
0.00336,0.00721349
0.00352,0.00735599
0.00368,0.00749476
0.00384,0.00763002
0.004,0.007762
0.00416,0.00789088
0.00432,0.00801683
0.00448,0.00814001
0.00464,0.00826057
0.0048,0.00837863
0.00496,0.00849432
0.00512,0.00860774
0.00528,0.008719
0.00544,0.00882819
0.0056,0.00893539
0.00576,0.0090407
0.00592,0.00914418
0.00608,0.00924591
0.00624,0.00934595
0.0064,0.00944436
0.00656,0.00954121
0.00672,0.00963653
0.00688,0.0097304
0.00704,0.00982285
0.0072,0.00991393
0.00736,0.0100037
0.00752,0.0100921
0.00768,0.0101794
0.00784,0.0102654
0.008,0.0103502
0.00816,0.0104339
0.00832,0.0105165
0.00848,0.010598
0.00864,0.0106784
0.0088,0.0107578
0.00896,0.0108363
0.00912,0.0109137
0.00928,0.0109902
0.00944,0.0110658
0.0096,0.0111405
0.00976,0.0112142
0.00992,0.0112872
0.01008,0.0113592
0.01024,0.0114305
0.0104,0.0115009
0.01056,0.0115706
0.01072,0.0116395
0.01088,0.0117076
0.01104,0.011775
0.0112,0.0118416
0.01136,0.0119076
0.01152,0.0119728
0.01168,0.0120374
0.01184,0.0121013
0.012,0.0121645
0.01216,0.0122271
0.01232,0.0122891
0.01248,0.0123504
0.01264,0.0124111
0.0128,0.0124712
0.01296,0.0125307
0.01312,0.0125897
0.01328,0.012648
0.01344,0.0127058
0.0136,0.0127631
0.01376,0.0128198
0.01392,0.012876
0.01408,0.0129316
0.01424,0.0129868
0.0144,0.0130414
0.01456,0.0130955
0.01472,0.0131491
0.01488,0.0132023
0.01504,0.0132549
0.0152,0.0133071
0.01536,0.0133588
0.01552,0.0134101
0.01568,0.0134609
0.01584,0.0135113
0.016,0.0135612
0.01616,0.0136107
0.01632,0.0136598
0.01648,0.0137084
0.01664,0.0137566
0.0168,0.0138044
0.01696,0.0138519
0.01712,0.0138989
0.01728,0.0139455
0.01744,0.0139917
0.0176,0.0140375
0.01776,0.014083
0.01792,0.0141281
0.01808,0.0141728
0.01824,0.0142171
0.0184,0.0142611
0.01856,0.0143048
0.01872,0.014348
0.01888,0.014391
0.01904,0.0144336
0.0192,0.0144758
0.01936,0.0145177
0.01952,0.0145593
0.01968,0.0146005
0.01984,0.0146415
0.02,0.0146821
0.02016,0.0147223
0.02032,0.0147623
0.02048,0.014802
0.02064,0.0148413
0.0208,0.0148803
0.02096,0.0149191
0.02112,0.0149575
0.02128,0.0149957
0.02144,0.0150335
0.0216,0.0150711
0.02176,0.0151084
0.02192,0.0151454
0.02208,0.0151821
0.02224,0.0152186
0.0224,0.0152547
0.02256,0.0152906
0.02272,0.0153263
0.02288,0.0153616
0.02304,0.0153967
0.0232,0.0154316
0.02336,0.0154662
0.02352,0.0155005
0.02368,0.0155346
0.02384,0.0155684
0.024,0.015602
0.02416,0.0156353
0.02432,0.0156684
0.02448,0.0157012
0.02464,0.0157338
0.0248,0.0157662
0.02496,0.0157983
0.02512,0.0158302
0.02528,0.0158619
0.02544,0.0158933
0.0256,0.0159245
0.02576,0.0159555
0.02592,0.0159863
0.02608,0.0160168
0.02624,0.0160471
0.0264,0.0160772
0.02656,0.0161071
0.02672,0.0161368
0.02688,0.0161663
0.02704,0.0161955
0.0272,0.0162245
0.02736,0.0162534
0.02752,0.016282
0.02768,0.0163104
0.02784,0.0163387
0.028,0.0163667
0.02816,0.0163945
0.02832,0.0164222
0.02848,0.0164496
0.02864,0.0164768
0.0288,0.0165039
0.02896,0.0165307
0.02912,0.0165574
0.02928,0.0165839
0.02944,0.0166102
0.0296,0.0166363
0.02976,0.0166622
0.02992,0.016688
0.03008,0.0167136
0.03024,0.0167389
0.0304,0.0167641
0.03056,0.0167892
0.03072,0.016814
0.03088,0.0168387
0.03104,0.0168632
0.0312,0.0168876
0.03136,0.0169117
0.03152,0.0169357
0.03168,0.0169596
0.03184,0.0169832
0.032,0.0170067
0.03216,0.0170301
0.03232,0.0170532
0.03248,0.0170762
0.03264,0.0170991
0.0328,0.0171218
0.03296,0.0171443
0.03312,0.0171667
0.03328,0.0171889
0.03344,0.0172109
0.0336,0.0172328
0.03376,0.0172546
0.03392,0.0172762
0.03408,0.0172976
0.03424,0.0173189
0.0344,0.0173401
0.03456,0.0173611
0.03472,0.0173819
0.03488,0.0174026
0.03504,0.0174232
0.0352,0.0174436
0.03536,0.0174639
0.03552,0.017484
0.03568,0.017504
0.03584,0.0175238
0.036,0.0175435
0.03616,0.0175631
0.03632,0.0175825
0.03648,0.0176018
0.03664,0.0176209
0.0368,0.0176399
0.03696,0.0176588
0.03712,0.0176776
0.03728,0.0176962
0.03744,0.0177146
0.0376,0.017733
0.03776,0.0177512
0.03792,0.0177693
0.03808,0.0177872
0.03824,0.017805
0.0384,0.0178227
0.03856,0.0178403
0.03872,0.0178577
0.03888,0.0178751
0.03904,0.0178922
0.0392,0.0179093
0.03936,0.0179262
0.03952,0.0179431
0.03968,0.0179598
0.03984,0.0179763
0.04,0.0179928
0.04016,0.0180091
0.04032,0.0180253
0.04048,0.0180414
0.04064,0.0180574
0.0408,0.0180732
0.04096,0.018089
0.04112,0.0181046
0.04128,0.0181201
0.04144,0.0181355
0.0416,0.0181507
0.04176,0.0181659
0.04192,0.0181809
0.04208,0.0181959
0.04224,0.0182107
0.0424,0.0182254
0.04256,0.01824
0.04272,0.0182545
0.04288,0.0182689
0.04304,0.0182831
0.0432,0.0182973
0.04336,0.0183113
0.04352,0.0183253
0.04368,0.0183391
0.04384,0.0183528
0.044,0.0183664
0.04416,0.0183799
0.04432,0.0183933
0.04448,0.0184066
0.04464,0.0184198
0.0448,0.0184329
0.04496,0.0184459
0.04512,0.0184588
0.04528,0.0184716
0.04544,0.0184843
0.0456,0.0184969
0.04576,0.0185093
0.04592,0.0185217
0.04608,0.018534
0.04624,0.0185462
0.0464,0.0185582
0.04656,0.0185702
0.04672,0.0185821
0.04688,0.0185939
0.04704,0.0186056
0.0472,0.0186172
0.04736,0.0186287
0.04752,0.0186401
0.04768,0.0186514
0.04784,0.0186626
0.048,0.0186737
0.04816,0.0186847
0.04832,0.0186957
0.04848,0.0187065
0.04864,0.0187172
0.0488,0.0187279
0.04896,0.0187384
0.04912,0.0187489
0.04928,0.0187593
0.04944,0.0187695
0.0496,0.0187797
0.04976,0.0187898
0.04992,0.0187999
0.05008,0.0188098
0.05024,0.0188196
0.0504,0.0188294
0.05056,0.018839
0.05072,0.0188486
0.05088,0.0188581
0.05104,0.0188675
0.0512,0.0188768
0.05136,0.018886
0.05152,0.0188951
0.05168,0.0189042
0.05184,0.0189131
0.052,0.018922
0.05216,0.0189308
0.05232,0.0189395
0.05248,0.0189481
0.05264,0.0189567
0.0528,0.0189651
0.05296,0.0189735
0.05312,0.0189818
0.05328,0.01899
0.05344,0.0189982
0.0536,0.0190062
0.05376,0.0190142
0.05392,0.0190221
0.05408,0.0190299
0.05424,0.0190376
0.0544,0.0190452
0.05456,0.0190528
0.05472,0.0190603
0.05488,0.0190677
0.05504,0.019075
0.0552,0.0190823
0.05536,0.0190895
0.05552,0.0190966
0.05568,0.0191036
0.05584,0.0191105
0.056,0.0191174
0.05616,0.0191242
0.05632,0.0191309
0.05648,0.0191375
0.05664,0.0191441
0.0568,0.0191506
0.05696,0.019157
0.05712,0.0191633
0.05728,0.0191696
0.05744,0.0191758
0.0576,0.0191819
0.05776,0.019188
0.05792,0.0191939
0.05808,0.0191998
0.05824,0.0192056
0.0584,0.0192114
0.05856,0.0192171
0.05872,0.0192227
0.05888,0.0192282
0.05904,0.0192337
0.0592,0.0192391
0.05936,0.0192444
0.05952,0.0192496
0.05968,0.0192548
0.05984,0.0192599
0.06,0.019265
0.06016,0.0192699
0.06032,0.0192748
0.06048,0.0192797
0.06064,0.0192844
0.0608,0.0192891
0.06096,0.0192938
0.06112,0.0192983
0.06128,0.0193028
0.06144,0.0193072
0.0616,0.0193116
0.06176,0.0193159
0.06192,0.0193201
0.06208,0.0193243
