x,y
0.997204,0.0923072
0.974928,0.104309
0.930874,0.133219
0.866025,0.191617
0.781831,0.304515
0.680173,0.502466
0.56332,0.757837
0.433884,0.937455
0.294755,0.993485
0.149042,0.99989
6.12303e-17,1
-0.149042,0.99989
-0.294755,0.993485
-0.433884,0.937455
-0.56332,0.757837
-0.680173,0.502466
-0.781831,0.304515
-0.866025,0.191617
-0.930874,0.133219
-0.974928,0.104309
-0.997204,0.0923072
