x,y
0.989821,0.0961112
0.909632,0.150039
0.75575,0.349255
0.540641,0.800179
0.281733,0.995024
6.12303e-17,1
-0.281733,0.995024
-0.540641,0.800179
-0.75575,0.349255
-0.909632,0.150039
-0.989821,0.0961112
